energy,valence,tempo,danceability,acousticness,instrumentalness,track_name,track_artist,mood
0.661,0.963,122.058,0.776,0.481,6.7e-06,LOCO,"GIMS, Lossa",Happy
0.408,0.346,102.029,0.777,0.0527,0.0113,777,RST,Sad
0.404,0.523,106.933,0.92,0.232,7.84e-06,Merco Benz,Key Largo,Neutral
0.693,0.572,87.973,0.702,0.139,0.0,MAMI WATA,"Gazo, Tiakola",Happy
0.723,0.623,182.912,0.579,0.263,1.67e-05,Aller sans retour,"Zola, Koba LaD",Happy
0.73,0.581,133.021,0.781,0.0186,0.0,J'fais plaisir à la zone,"Jul, SDM",Happy
0.791,0.422,118.652,0.804,0.214,0.0,ON DÉGAINE,Guy2Bezbar,Energetic
0.564,0.595,102.009,0.807,0.133,0.0,Amer,"Le U, Akim Beats",Happy
0.531,0.532,122.03,0.924,0.142,0.0,Chaque matin,"Key Largo, LEDG",Happy
0.5,0.336,147.065,0.638,0.478,2.16e-06,LOYAL,La Fève,Sad
0.572,0.328,75.903,0.578,0.329,6.91e-05,intensément,AMO,Energetic
0.584,0.686,143.951,0.795,0.239,0.0,Les Flammes,Josman,Happy
0.676,0.459,129.914,0.772,0.258,2.11e-06,HELLO (feat. JEY BROWNIE & Josman),"Guy2Bezbar, JEY BROWNIE, Josman",Energetic
0.7,0.543,94.054,0.871,0.079,4.21e-05,VIBES,Favé,Happy
0.747,0.523,98.229,0.534,0.231,0.0,Magot,"Werenoi, SCH",Happy
0.817,0.139,117.88,0.509,0.363,0.233,Gaza,"Un jour de paix, PNL",Energetic
0.602,0.844,159.971,0.709,0.12,6.3e-05,Hot Mess,aespa,Happy
0.759,0.83,117.005,0.811,0.0197,9.24e-06,Boom Boom Bass,RIIZE,Happy
0.568,0.634,105.964,0.72,0.0323,0.0,Cosmic,Red Velvet,Happy
0.879,0.6,105.036,0.546,0.0296,0.0,Give Me That - Korean Version,WayV,Happy
0.831,0.778,120.007,0.765,0.024,0.0,KING KONG,TREASURE,Happy
0.828,0.672,104.978,0.807,0.00101,7.91e-06,Siren,RIIZE,Happy
0.693,0.837,150.85,0.573,0.609,0.00424,NANA,Yung Caza,Happy
0.635,0.286,119.037,0.801,0.282,0.000489,felices los 3,Auggie Velarde,Energetic
0.268,0.335,179.277,0.458,0.806,0.0,No es Cierto - Versión Acústica,caoba,Sad
0.41,0.189,144.206,0.698,0.0222,0.0,Loto,"Sunny Laurent, 93bustdown, Scottie",Sad
0.538,0.318,87.166,0.452,0.362,0.0105,¿Puedo parar un instante?,Afroboy,Energetic
0.338,0.49,121.957,0.656,0.571,0.0,NO HAGO MUSIC PA PEGARME,Chill Vif,Sad
0.59,0.494,82.983,0.713,0.604,5.47e-05,Gracias por Todo,RAFIK,Energetic
0.501,0.234,135.204,0.683,0.76,6.83e-06,5 Senti 2,Cupido,Energetic
0.571,0.38,124.915,0.699,0.278,0.0,U Know,Cupido,Energetic
0.876,0.517,122.96,0.784,0.032,0.0231,No Sabes Mentir,Cupido,Happy
0.453,0.591,148.139,0.79,0.785,0.0,Autoestima,Cupido,Neutral
0.786,0.759,111.989,0.781,0.115,5.88e-06,BUBALU,"Feid, Rema",Happy
0.528,0.476,105.972,0.842,0.157,0.00346,Be Honest,"Denilson, WMC",Energetic
0.828,0.91,173.876,0.75,0.382,0.0,Me Gusta,Gretch'N,Happy
0.521,0.736,97.981,0.872,0.385,0.00706,High,FL,Happy
0.782,0.881,189.901,0.698,0.194,0.00467,Dame,Felix Rovitto,Happy
0.449,0.386,199.905,0.667,0.407,0.0432,Both Ways,WMC,Sad
0.546,0.446,83.006,0.487,0.134,0.0,Te Quiodio,Pol Granch,Energetic
0.821,0.55,175.818,0.772,0.036,0.000231,22:23,Don Patricio,Happy
0.311,0.452,180.05,0.56,0.934,6.02e-05,Ya No Te Hago Falta,Sen Senra,Sad
0.535,0.501,139.871,0.76,0.65,1.02e-05,Por Ti,"Lucía Fernanda, Rocco S",Happy
0.272,0.341,126.83,0.597,0.707,0.0,Ojos de Serpiente,DORA,Sad
0.415,0.131,169.999,0.836,0.0575,0.000523,Dolores,Choclock,Sad
0.413,0.128,84.999,0.46,0.776,1.8e-06,llueve,"Natalia Lacunza, mori",Sad
0.146,0.432,105.081,0.697,0.957,0.00353,untitled2,mori,Sad
0.337,0.297,120.03,0.669,0.821,0.0119,todo lo que hago cuando no estás,mori,Sad
0.584,0.098,106.66,0.674,0.363,0.229,licor y hielos,Kiddie Gang,Energetic
0.308,0.0999,118.915,0.366,0.247,2.23e-05,309,Nsqk,Sad
0.737,0.532,171.924,0.612,0.763,0.0244,En Verano,Gabriela Richardson,Happy
0.585,0.446,113.312,0.775,0.509,0.307,Cacería,Yarea,Energetic
0.35,0.233,161.747,0.456,0.665,0.024,vanish,"$kyhook, mori",Sad
0.655,0.187,100.002,0.691,0.339,3.83e-06,I Had a Dream,LANE,Energetic
0.408,0.474,119.43,0.48,0.648,0.0,Por Si Apareces,Alice Wonder,Sad
0.304,0.619,82.939,0.889,0.714,0.324,Barcelona,"Pajaro Sunrise, Yuri Méndez",Neutral
0.377,0.398,134.994,0.917,0.474,0.00367,Nunca Estoy,C. Tangana,Sad
0.656,0.438,131.372,0.554,0.766,0.0,Your Face,"Evol December, Duccbod",Energetic
0.357,0.552,130.0,0.764,0.648,0.0,Ojitos de Md,Axel Fiks,Neutral
0.312,0.454,103.195,0.655,0.54,0.305,Dos X Tres (Demo),"Sebastián Cortés, Roy Borland",Sad
0.683,0.353,140.108,0.796,0.108,0.0,La Playa,Myke Towers,Energetic
0.539,0.213,120.071,0.698,0.414,2.61e-05,5AM,Volver,Energetic
0.665,0.568,100.05,0.846,0.12,0.000665,Estoy que muerdo,Santi Pidal,Happy
0.567,0.439,103.049,0.635,0.756,0.0153,No Sentir Nada,Marem Ladson,Energetic
0.257,0.337,70.01,0.666,0.229,0.000263,Lejos de Mi,FLORIAN,Sad
0.483,0.492,160.078,0.662,0.235,0.00224,Girasoles De Van Gogh,Cometta,Sad
0.766,0.496,179.945,0.667,0.389,2.85e-05,Como habla una mujer (feat. C. Tangana),"Paula Cendejas, C. Tangana",Energetic
0.775,0.372,195.812,0.66,0.0549,0.000501,Antes de Morirme (Remix),GA,Energetic
0.33,0.582,119.003,0.861,0.601,0.000157,no estás,daniel sabater,Neutral
0.706,0.758,188.006,0.687,0.0229,0.172,Mal,"SAG, Lvtin Mvfia",Happy
0.548,0.654,93.014,0.84,0.107,0.0,Borracho,Sebastián Cortés,Happy
0.413,0.5,81.026,0.703,0.601,0.0133,Chiquillo,OjosPielCanela,Sad
0.438,0.263,139.963,0.802,0.314,0.0143,Trihte,Kimberley Tell,Sad
0.449,0.414,90.031,0.611,0.292,0.000561,Aguaceros,Vale,Sad
0.319,0.377,195.48,0.414,0.441,0.0,Barcelona,Frank Yates,Sad
0.329,0.284,180.005,0.596,0.577,0.0,cómo quieres que me enfade,"daniel sabater, ROJAZ",Sad
0.613,0.54,105.064,0.667,0.372,0.0,Sueño (con Pablo Alborán),"Beret, Pablo Alborán",Happy
0.304,0.0548,141.904,0.596,0.00904,0.237,Islas Desiertas,Casero,Sad
0.599,0.656,133.957,0.544,0.565,1.23e-05,Ya,"Flavio, daniel sabater",Happy
0.182,0.393,128.009,0.715,0.73,5.92e-05,Nada Y Nadie,Sen Senra,Sad
0.846,0.961,176.009,0.733,0.309,0.0,Me mata,Beret,Happy
0.554,0.397,110.037,0.779,0.348,0.114,Todo me sabe a poco,Alizzz,Energetic
0.263,0.289,68.056,0.572,0.882,0.000189,Oh Keira,Miren,Sad
0.507,0.498,109.996,0.852,0.353,4.99e-06,Todo contigo,Yoly Saa,Energetic
0.621,0.723,153.939,0.834,0.334,0.000686,Mi Condena,"Vic Mirallas, MARO",Happy
0.328,0.2,110.015,0.637,0.79,4.79e-05,3weeks,mori,Sad
0.476,0.644,97.945,0.802,0.292,0.0,Daiwal,"Marc Seguí, Xavibo",Neutral
0.316,0.575,147.96,0.49,0.765,0.0,This City Remix (con Camilo),"Sam Fischer, Camilo",Neutral
0.417,0.25,122.976,0.61,0.348,0.127,Al Margen de Ojalá,Andrés Iwasaki,Sad
0.495,0.351,152.967,0.484,0.573,0.0,corazón mármol,Alice Wonder,Sad
0.684,0.62,75.233,0.672,0.125,0.0261,No Te Debí Besar,"C. Tangana, Paloma Mami",Happy
0.644,0.296,115.001,0.7,0.231,0.0124,Ritmo Desconocido,"Dan García, Sergio Mayer Mori",Energetic
0.777,0.109,196.076,0.592,0.00868,2.08e-06,Culpable,DEVA,Energetic
0.459,0.459,123.942,0.736,0.663,0.0,Dimelo,Sofi de la Torre,Sad
0.3,0.427,119.711,0.741,0.463,0.0,a otro lado,Natalia Lacunza,Sad
0.399,0.359,124.049,0.801,0.529,1.5e-06,Comerte Entera,"C. Tangana, Toquinho",Sad
0.408,0.542,104.975,0.856,0.874,0.0759,La Luna,Kora,Neutral
0.451,0.313,99.795,0.62,0.887,0.0,Mañana,"Xadi, Nina Cobham",Sad
0.357,0.641,149.895,0.722,0.814,0.155,La Luz - A COLORS SHOW,María José Llergo,Neutral
0.456,0.454,80.03,0.735,0.44,0.0,Verdadero,Marc Seguí,Sad
0.704,0.484,87.941,0.615,0.405,4.14e-05,Mp3,Mario Puglia,Energetic
0.296,0.579,127.938,0.761,0.551,0.000492,Párteme La Cara,"C. Tangana, Ed Maverick",Neutral
0.564,0.519,144.96,0.726,0.479,0.0,menta,"daniel sabater, KICKBOMBO",Happy
0.557,0.622,118.014,0.702,0.132,0.000398,Ebai,Marc Seguí,Happy
0.482,0.128,104.39,0.458,0.262,0.0057,Don't Wanna Lie,LANE,Sad
0.399,0.788,130.003,0.833,0.821,0.0,EGO,Bad Milk,Neutral
0.682,0.475,111.99,0.867,0.111,2.47e-06,Arizona,"Lojay, Olamide",Energetic
0.32,0.719,101.951,0.717,0.574,0.0,Born Fi Dis,Balloranking,Neutral
0.63,0.819,103.529,0.721,0.204,0.0143,Sakara,Zinoleesky,Happy
0.869,0.848,111.997,0.85,0.486,0.000327,Canada - Remix,"Magnito, Olamide, Wizzy Flon",Happy
0.773,0.172,116.168,0.849,0.188,0.000134,Sunny Ade,Zinoleesky,Energetic
0.415,0.653,133.741,0.552,0.8,8.14e-06,My Brother,Bella Shmurda,Neutral
0.699,0.493,111.885,0.757,0.0478,2.36e-06,Disconnect,Young Jonn,Energetic
0.769,0.864,123.026,0.863,0.559,0.0,Account Balance,"Mohbad, Zlatan",Happy
0.61,0.862,184.421,0.464,0.414,0.000164,Shazam,Seyi Vibez,Happy
0.62,0.58,98.253,0.604,0.633,4.87e-05,Id.Me,Rybeena,Happy
0.538,0.371,66.691,0.727,0.478,3.26e-06,Never Ever,Shallipopi,Energetic
0.61,0.416,110.017,0.669,0.236,0.0,Man of The Year,Seyi Vibez,Energetic
0.783,0.634,112.055,0.734,0.115,4.95e-05,Lowkey!,Mayorkun,Happy
0.685,0.791,114.002,0.716,0.312,0.0,Popo,Zerrydl,Happy
0.864,0.794,77.328,0.719,0.233,0.009,10 Bottles,Zlatan,Happy
0.782,0.7,152.493,0.533,0.432,0.0,NO SLEEP $$$ (feat. Young Jonn),"Blaqbonez, Young Jonn",Happy
0.541,0.415,101.011,0.771,0.71,0.000497,Sabi,Mohbad,Energetic
0.794,0.649,115.963,0.814,0.24,1.55e-06,Go Hard,Young Jonn,Happy
0.799,0.972,107.987,0.691,0.576,0.0,Different Pattern,Seyi Vibez,Happy
0.572,0.179,102.938,0.743,0.171,0.011,Blessing,Mohbad,Energetic
0.585,0.524,107.85,0.482,0.359,0.0,Karma,Seyi Vibez,Happy
0.657,0.452,172.164,0.594,0.551,0.00317,Beast & Peace,Mohbad,Energetic
0.849,0.679,101.136,0.577,0.306,0.00561,PARIWO,"Mohbad, Bella Shmurda",Happy
0.752,0.806,120.059,0.524,0.334,0.00487,DND,Bella Shmurda,Happy
0.614,0.665,115.424,0.633,0.484,0.0,Hat-trick,Seyi Vibez,Happy
0.546,0.717,109.998,0.722,0.297,0.0,Dejavu,Seyi Vibez,Happy
0.675,0.63,114.995,0.959,0.0358,0.0,Wet on Me,"Shallipopi, Zerrydl",Happy
0.801,0.686,104.846,0.736,0.178,6.84e-06,NDI IKE,"Falz, Flavour, ODUMODUBLVCK",Happy
0.714,0.816,132.839,0.545,0.285,0.000371,Cana,Seyi Vibez,Happy
0.564,0.301,95.487,0.676,0.246,0.00128,Shkran Lak,BhadBoi OML,Energetic
0.673,0.0906,113.977,0.751,0.024,5.49e-05,Today,Seyi Vibez,Energetic
0.685,0.748,116.016,0.877,0.358,0.00125,La Pio Pio,Mohbad,Happy
0.584,0.764,89.752,0.631,0.279,0.0,BAD TILL ETERNITY (feat. Zlatan),"Blaqbonez, Zlatan",Happy
0.803,0.522,114.422,0.597,0.527,0.0,Hushpuppi,Seyi Vibez,Happy
0.49,0.582,100.385,0.663,0.61,1.52e-06,Realize,"Balloranking, Seyi Vibez",Neutral
0.713,0.681,117.974,0.579,0.306,3.31e-05,Suddenly (feat. Young Jonn),"Seyi Vibez, Young Jonn",Happy
0.755,0.92,108.563,0.616,0.224,9.17e-06,Apala Interlude,Seyi Vibez,Happy
0.811,0.563,99.699,0.752,0.369,0.0,Street Jam,Olamide,Happy
0.735,0.642,200.611,0.496,0.702,0.000121,Oganigwe,"Zlatan, ODUMODUBLVCK, Jeriq",Happy
0.691,0.684,112.0,0.714,0.347,1.42e-05,+234,Seyi Vibez,Happy
0.809,0.823,119.986,0.872,0.532,5.76e-05,M.A.D (feat. MohBad),"Zoro Swagbag, Mohbad",Happy
0.774,0.756,143.972,0.677,0.452,0.0,A1 (Feeling Disorder),Zinoleesky,Happy
0.765,0.433,105.249,0.634,0.635,0.0,Mukulu,"Olamide, Rema",Energetic
0.881,0.708,117.039,0.735,0.416,3.72e-05,Kun Faya Kun (Be and it is),Seyi Vibez,Happy
0.681,0.755,114.029,0.744,0.338,0.0,What's Up My G,Asake,Happy
0.702,0.606,118.779,0.707,0.655,0.0,Sharpally,Young Jonn,Happy
0.684,0.566,115.015,0.751,0.382,0.0,For the Gods,Seyi Vibez,Happy
0.706,0.158,114.004,0.572,0.0379,0.0122,I Believe,Asake,Energetic
0.596,0.803,147.893,0.587,0.721,0.229,Try,T.I BLAZE,Happy
0.706,0.569,123.036,0.804,0.134,0.000658,Backside,Mohbad,Happy
0.496,0.423,96.914,0.688,0.0708,0.291,Sweet Tea (Aduke),Bnxn,Sad
0.738,0.366,113.024,0.83,0.126,0.000112,NO MORE CONDITION,"Rexxie, Zinoleesky",Energetic
0.683,0.768,120.023,0.808,0.295,0.0111,Ara (Gen Gen Tin),Bella Shmurda,Happy
0.692,0.834,111.972,0.738,0.119,0.00936,Ask About Me,Mohbad,Happy
0.873,0.453,92.001,0.762,0.0245,0.0,Ebelebe (feat. Wizkid),"Wande Coal, Wizkid",Energetic
0.56,0.464,104.033,0.801,0.318,0.0,New Born Fela,Bella Shmurda,Energetic
0.813,0.744,116.015,0.738,0.423,0.00305,For Daddy,Mayorkun,Happy
0.594,0.681,116.027,0.782,0.157,0.48,PRAY,Bnxn,Happy
0.622,0.646,159.863,0.583,0.416,3.98e-05,Shina Peters,"Reminisce, Mohbad",Happy
0.644,0.47,142.724,0.778,0.0625,0.000115,Last Time,"Zinoleesky, Omah Lay",Energetic
0.694,0.529,97.117,0.772,0.562,0.0147,Currency,"Young Jonn, Olamide",Happy
0.815,0.652,121.01,0.84,0.285,0.0033,Feeling Funny,"Lil Kesh, Young Jonn",Happy
0.556,0.901,113.994,0.798,0.364,8.31e-06,Traboski,Bnxn,Happy
0.613,0.405,116.029,0.843,0.527,1.06e-05,Popori,"T.I BLAZE, Balloranking",Energetic
0.675,0.783,112.049,0.755,0.512,1.41e-06,Remember,Asake,Happy
0.719,0.379,101.053,0.884,0.188,0.000573,Right Energy,Bnxn,Energetic
0.654,0.281,114.02,0.78,0.269,2.08e-06,Great Guy,Asake,Energetic
0.784,0.728,112.986,0.858,0.791,0.000141,Do I,Phyno,Happy
0.84,0.812,116.05,0.893,0.161,1.57e-06,Call of Duty,Zinoleesky,Happy
0.57,0.467,115.002,0.869,0.36,0.00671,Billion Bucks,Balloranking,Energetic
0.853,0.628,118.992,0.888,0.35,0.0244,Kilometer,Bnxn,Happy
0.741,0.892,114.018,0.916,0.00667,3.06e-06,Rocking,Zinoleesky,Happy
0.615,0.736,98.052,0.807,0.245,0.00493,For Days,Bnxn,Happy
0.827,0.659,98.468,0.765,0.217,0.0,Bad Since '97,Bnxn,Happy
0.57,0.734,70.069,0.529,0.347,7.33e-06,Come Alive,"Olamide, Bnxn",Happy
0.778,0.71,114.021,0.849,0.401,0.00016,Mogbe,Asake,Happy
0.631,0.843,111.997,0.85,0.492,4.28e-06,NSV,"Bella Shmurda, Tiwa Savage",Happy
0.654,0.687,124.387,0.581,0.345,2e-05,Many Things,Zinoleesky,Happy
0.542,0.766,109.956,0.736,0.452,0.0,Personal,Zinoleesky,Happy
0.656,0.615,114.831,0.701,0.178,1.57e-06,Many Roads,"Zinoleesky, Ayra Starr",Happy
0.733,0.653,116.073,0.909,0.159,0.108,Body,Naira Marley,Happy
0.656,0.637,111.995,0.766,0.0449,0.0,Gbese,"Majeeed, Tiwa Savage",Happy
0.711,0.693,113.03,0.773,0.0328,0.00255,Yan Yan Yan,Zinoleesky,Happy
0.656,0.475,118.093,0.623,0.553,0.00165,Odinaka,Zinoleesky,Energetic
0.558,0.798,107.055,0.671,0.566,0.0,Modupe,"Bnxn, Olamide",Happy
0.521,0.377,113.064,0.864,0.146,0.0,Don Perignon,"Balloranking, Shallipopi",Energetic
0.582,0.479,156.117,0.713,0.262,3.47e-05,7AM in Lekki,BhadBoi OML,Energetic
0.711,0.363,136.027,0.732,0.12,0.00238,Enough,BhadBoi OML,Energetic
0.596,0.36,152.894,0.704,0.551,0.00446,Party Don't Stop,Bnxn,Energetic
0.737,0.22,112.93,0.441,0.059,0.0,On The Road (feat. Meek Mill & Lil Baby),"Post Malone, Meek Mill, Lil Baby",Energetic
0.576,0.364,166.162,0.77,0.138,0.0,Chosen 1,Polo G,Energetic
0.84,0.353,116.991,0.791,0.0839,0.0,Trap [Feat. Lil Baby],"SAINt JHN, Lil Baby",Energetic
0.874,0.506,114.973,0.862,0.114,0.0285,Gbona,"Meeza, Zinoleesky",Happy
0.837,0.925,205.067,0.547,0.342,3.05e-05,Vanessa,"Albertmp3, Jusjay, Zinoleesky",Happy
0.816,0.861,108.98,0.82,0.0216,7.81e-05,Jaiye Foreign,"Tiwa Savage, Zinoleesky",Happy
0.876,0.749,115.972,0.942,0.0954,0.0127,Like Dat,"Lil Frosh, Zinoleesky",Happy
0.786,0.968,115.01,0.856,0.0712,1.28e-05,Cityboiz,"Feranbanks, Zinoleesky",Happy
0.83,0.868,114.0,0.784,0.29,0.152,o'dun,"Naira Marley, Zinoleesky",Happy
0.658,0.551,104.972,0.827,0.299,7e-05,Romeo Must Die (RMD),"Ruger, Bnxn",Happy
0.786,0.772,113.59,0.685,0.724,0.0,The Life I Chose,Adekunle Gold,Happy
0.711,0.805,116.037,0.814,0.496,3.08e-06,Only Me,Asake,Happy
0.675,0.755,113.949,0.734,0.00552,0.0,JELO,"Pheelz, Young Jonn",Happy
0.576,0.694,81.964,0.59,0.465,0.0,Realize (feat. taves),"Bnxn, taves",Happy
0.677,0.311,86.875,0.459,0.208,0.00351,My Life,Bnxn,Energetic
0.649,0.689,94.83,0.68,0.0574,0.0,Pop Sermon,"Dope Caesar, FAVE, Ajebo Hustlers",Happy
0.411,0.732,145.99,0.627,0.517,0.0,Lever,"Vusic, Zinoleesky",Neutral
0.686,0.392,109.802,0.492,0.28,0.0,Big Big Things (feat. Kizz Daniel & Seyi Vibez),"Young Jonn, Kizz Daniel, Seyi Vibez",Energetic
0.649,0.541,106.379,0.519,0.486,0.0,turned your back,Gunna,Happy
0.825,0.726,113.019,0.847,0.74,0.000175,Do I - Remix,"Phyno, Burna Boy",Happy
0.754,0.212,175.041,0.529,0.0129,0.0,Back On,"Quality Control, Lil Baby",Energetic
0.503,0.416,147.031,0.845,0.027,0.0,Detox,Lil Baby,Energetic
0.547,0.531,90.024,0.765,0.0425,0.0,Death Ain't Easy,Lil Durk,Happy
0.43,0.67,99.933,0.841,0.698,0.000712,Mukulu,Bnxn,Neutral
0.96,0.842,96.707,0.633,0.508,1.4e-06,Efejoku,Lil Kesh,Happy
0.551,0.237,82.637,0.713,0.107,3.66e-06,Backdoor,Lil Durk,Energetic
0.783,0.598,160.153,0.58,0.0267,0.0,Rebellious,Lil Durk,Happy
0.491,0.114,153.131,0.559,0.0567,0.0,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,"Travis Scott, ROSALÍA, Lil Baby",Sad
0.767,0.857,115.957,0.825,0.547,4.6e-06,Basquiat,Asake,Happy
0.917,0.786,120.065,0.87,0.103,0.00289,Metro,"Hotkeed, Yo X",Happy
0.401,0.893,114.068,0.843,0.294,1.01e-05,New Religion,"Olamide, Asake",Neutral
0.764,0.885,116.121,0.654,0.157,0.0,Mamba (With Bella Shmurda & Seyi Vibez),"larrylanes, Bella Shmurda, Seyi Vibez",Happy
0.5,0.118,116.058,0.569,0.183,0.0,Pidgin & English,Bnxn,Sad
0.815,0.622,114.451,0.639,0.189,0.0,My Friend,Bella Shmurda,Happy
0.744,0.765,104.991,0.806,0.187,0.395,Happiness (feat. Asake & Gunna),"Sarz, Asake, Gunna",Happy
0.838,0.829,95.013,0.501,0.533,6.3e-06,Twe Twe,Kizz Daniel,Happy
0.742,0.425,114.012,0.941,0.0117,0.00227,Wahala,Naira Marley,Energetic
0.834,0.69,99.981,0.529,0.103,0.0,Majo,"Dj 4kerty, Bella Shmurda",Happy
0.747,0.798,98.111,0.584,0.105,0.0013,IDK (feat. Zlatan),"Wizkid, Zlatan",Happy
0.831,0.584,111.016,0.841,0.0864,0.00137,Ololufe (feat. Wande Coal),"Wizkid, Wande Coal",Happy
0.788,0.743,100.029,0.759,0.0485,3.67e-05,Diamonds,Wizkid,Happy
0.568,0.569,109.951,0.749,0.546,0.00114,Energy,Wizkid,Happy
0.814,0.91,110.042,0.859,0.0638,0.0113,Bad To Me,Wizkid,Happy
0.526,0.813,99.989,0.773,0.579,0.00297,Many Ways (feat. Wizkid),"Bnxn, Wizkid",Happy
0.778,0.917,114.843,0.579,0.0522,0.0205,Loju (feat. Wizkid),"SPINALL, Wizkid",Happy
0.381,0.625,140.015,0.741,0.64,0.0,7 DAYS,Ayo Maff,Neutral
0.538,0.119,115.039,0.833,0.472,0.000282,STREET ANTHEM,Ayo Maff,Energetic
0.722,0.57,117.967,0.878,0.366,0.00311,Egwu,"Chike, Mohbad",Happy
0.695,0.672,128.983,0.727,0.407,0.957,Husk,Men I Trust,Happy
0.545,0.82,98.232,0.716,0.338,0.00344,Sexy to Someone,Clairo,Happy
0.239,0.184,84.845,0.435,0.99,0.0671,I Said What I Said,The Softies,Sad
0.453,0.343,104.976,0.596,0.845,2.16e-06,magic 8 ball,"Cavetown, Frankie Cosmos",Sad
0.513,0.844,153.683,0.653,0.964,0.693,Are You Looking Up,Mk.gee,Happy
0.678,0.805,117.987,0.688,0.174,0.0133,What’s This About (La La La La),Kate Bollinger,Happy
0.762,0.516,90.02,0.508,0.00132,0.591,time waits,Glitter Party,Happy
0.616,0.551,94.934,0.674,0.512,2.1e-06,Skin,Dijon,Happy
0.446,0.576,177.711,0.645,0.479,0.000132,magic,strongboi,Neutral
0.506,0.296,173.923,0.415,0.133,0.000255,Tired Boy,Sunday (1994),Energetic
0.525,0.515,113.856,0.702,0.376,0.0667,dirty dancer,Orion Sun,Happy
0.762,0.876,139.974,0.669,0.0663,0.842,apart of me,Takayoshi,Happy
0.531,0.785,88.009,0.747,0.266,1.8e-06,The Dress,Dijon,Happy
0.353,0.731,124.991,0.81,0.0473,0.000104,Morning Sex,Ralph Castelli,Neutral
0.551,0.386,135.808,0.562,0.705,0.113,bad,wave to earth,Energetic
0.394,0.501,129.931,0.759,0.843,0.00168,Room For You,"grentperez, Lyn Lapid",Neutral
0.413,0.869,109.988,0.879,0.816,0.221,Care For You,The Marías,Neutral
0.528,0.597,107.949,0.693,0.699,0.846,Radio,Freak Slug,Happy
0.669,0.159,96.982,0.573,0.521,0.806,Golden Light,STRFKR,Energetic
0.262,0.444,135.497,0.733,0.224,4.79e-06,Heaven,Clairo,Sad
0.71,0.684,99.995,0.721,0.343,0.045,Call Me Up,daydreamers,Happy
0.62,0.547,106.986,0.534,0.0124,0.000736,Cool with You,Her's,Happy
0.745,0.883,119.92,0.826,0.13,1.32e-05,Frankenstein,Claire Rosinkranz,Happy
0.454,0.62,184.956,0.7,0.0372,0.0,Bedroom,Litany,Neutral
0.508,0.21,109.363,0.701,0.732,0.796,Flook,Hector Gachan,Energetic
0.43,0.104,91.841,0.515,0.0102,0.000141,Creep,Radiohead,Sad
0.738,0.256,165.187,0.252,0.0145,0.000497,Zombie,The Cranberries,Energetic
0.742,0.552,125.052,0.679,0.036,0.0,Back for More,Hurricane on Saturn,Happy
0.918,0.691,116.731,0.489,3.53e-05,7.64e-05,Smells Like Teen Spirit - Remastered 2021,Nirvana,Happy
0.911,0.498,171.112,0.362,0.0336,0.0,Bitter Sweet Symphony,The Verve,Energetic
0.545,0.193,143.991,0.556,0.0635,0.0,Here Without You,3 Doors Down,Energetic
0.894,0.452,75.005,0.571,0.0441,6.15e-06,Monsters,"Hurricane on Saturn, Deuce",Energetic
0.659,0.075,82.957,0.474,0.0125,0.0,The Reason,Hoobastank,Energetic
0.852,0.807,125.632,0.664,0.174,0.0,Losing My Religion,R.E.M.,Happy
0.943,0.605,152.041,0.428,0.00162,0.0,Rescue Light,Hurricane on Saturn,Happy
0.396,0.548,90.025,0.732,0.0841,3.54e-05,Heathens,Twenty One Pilots,Neutral
0.931,0.35,176.082,0.283,0.00317,0.0,YOUtopia,Bring Me The Horizon,Energetic
0.966,0.289,103.744,0.359,1.56e-05,0.0337,Perfect Soul,Spiritbox,Energetic
0.873,0.563,94.878,0.459,0.00272,0.0,Hell You Call A Dream,The Warning,Happy
0.861,0.7,178.119,0.461,0.00322,0.0,Dystopia,ONE OK ROCK,Happy
0.784,0.333,110.029,0.335,0.014,0.00147,Will You Love Me When I’m Dead,Amira Elfeky,Energetic
0.775,0.214,160.08,0.39,0.0073,0.0,TAKE ME IN,blink-182,Energetic
0.881,0.402,166.07,0.474,0.000165,0.000195,the garden,unpeople,Energetic
0.921,0.271,157.946,0.391,0.0286,2.59e-06,Pitch Black,The Amazons,Energetic
0.958,0.587,144.453,0.528,0.00299,0.0,Jerkin',Amyl and The Sniffers,Happy
0.922,0.775,160.046,0.537,0.00141,0.0,HURT,Dead Poet Society,Happy
0.908,0.649,161.011,0.476,0.00776,0.000553,People Watching,Sam Fender,Happy
0.904,0.688,143.929,0.477,1.52e-05,1.86e-06,Metaverse,Cage The Elephant,Happy
0.835,0.299,153.087,0.454,0.000732,5.71e-06,Sad In Carolina,Dexter and The Moonrocks,Energetic
0.749,0.575,122.057,0.479,0.00453,1.15e-05,Your House,Inhaler,Happy
0.837,0.537,75.038,0.455,0.00291,4.57e-06,Takes One To Know One,The Beaches,Happy
0.898,0.763,147.989,0.599,0.000772,2.08e-06,"Always, Everytime",The Wrecks,Happy
0.891,0.495,131.698,0.504,0.0473,0.00571,You Got Me Searching,Jack White,Energetic
0.834,0.38,116.03,0.563,0.0304,5.03e-05,Showbiz,Palaye Royale,Energetic
0.892,0.367,133.028,0.566,0.000538,0.0,Detroit,Badflower,Energetic
0.987,0.357,109.989,0.513,0.0034,0.0302,Fuse,House of Protection,Energetic
